expt_name,trace_path,chase_index,bud_roi_path,trace_relpath,date
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_03.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_03.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_04.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_04.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_05.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_05.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_06.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_06.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_07.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_07.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_08.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_08.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_09.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_09.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_10.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_10.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_11.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_11.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_12.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_12.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_13.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_13.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_14.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_14.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_15.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_15.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_16.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_16.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_17.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_17.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_18.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_18.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_19.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_19.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_20.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_20.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_21.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_21.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_22.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_22.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_23.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_23.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_24.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_24.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_25.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_25.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_26.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_26.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_27.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_27.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_28.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_28.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_29.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_29.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_30.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_30.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_31.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_31.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_32.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_32.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_33.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_33.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_34.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_34.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_35.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_35.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_36.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_36.csv,20190920
20190920_byc_pJC010_UbL_YFP_NS_pdr5d_old,C:\Users\John Cooper\Projects\byc\data\20190920_byc/20190920_byc_analysis/20190920_byc_cell_37.csv,12,,20190920_byc\20190920_byc_analysis\20190920_byc_cell_37.csv,20190920
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_00.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_00.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_01.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_01.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_02.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_02.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_03.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_03.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_04.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_04.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_05.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_05.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_06.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_06.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_07.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_07.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_08.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_08.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_09.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_09.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_10.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_10.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_11.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_11.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_12.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_12.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_13.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_13.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_14.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_14.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_15.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_15.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_16.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_16.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_17.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_17.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_18.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_18.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_19.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_19.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_20.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_20.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_21.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_21.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_22.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_22.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_23.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_23.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_pdr5d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_pdr5delta_young_NS_data_cell_24.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_pdr5delta_young_NS_data_cell_24.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_00.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_00.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_01.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_01.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_02.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_02.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_03.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_03.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_04.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_04.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_05.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_05.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_06.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_06.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_07.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_07.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_08.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_08.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_09.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_09.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_10.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_10.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_11.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_11.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_12.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_12.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_13.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_13.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_14.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_14.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_15.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_15.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_16.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_16.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_17.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_17.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_18.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_18.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_19.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_19.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_20.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_20.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_21.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_21.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_22.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_22.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_23.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_23.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_24.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_24.csv,20191008
20191008_byc_pJC010_UbL_YFP_NS_ubr2d_young,C:\Users\John Cooper\Projects\byc\data\20191008_byc/20191008_byc_analysis/20191008_byc_ubr2delta_young_NS_data_cell_25.csv,10,,20191008_byc\20191008_byc_analysis\20191008_byc_ubr2delta_young_NS_data_cell_25.csv,20191008
20190726_byc_pJC010_UBL-YFP-NS_pdr5d_young_old_decay,C:\Users\John Cooper\Projects\byc\data\20190726_byc/20190726_byc_analysis/traces/20190726_byc_pJC010_young_old_decay_cell00.csv,4 156,C:\Users\John Cooper\Projects\byc\data\20190726_byc/pJC010_pTDH3_TcAptx3_DsRed_UbL_YFP_NS_250uM_tet/20190726_byc_xy01_cell0_div_rois.zip,20190726_byc\20190726_byc_analysis\traces\20190726_byc_pJC010_young_old_decay_cell00.csv,20190726
20190726_byc_pJC010_UBL-YFP-NS_pdr5d_young_old_decay,C:\Users\John Cooper\Projects\byc\data\20190726_byc/20190726_byc_analysis/traces/20190726_byc_pJC010_young_old_decay_cell01.csv,4 156,C:\Users\John Cooper\Projects\byc\data\20190726_byc/pJC010_pTDH3_TcAptx3_DsRed_UbL_YFP_NS_250uM_tet/20190726_byc_xy02_cell1_div_rois.zip,20190726_byc\20190726_byc_analysis\traces\20190726_byc_pJC010_young_old_decay_cell01.csv,20190726
20190726_byc_pJC010_UBL-YFP-NS_pdr5d_young_old_decay,C:\Users\John Cooper\Projects\byc\data\20190726_byc/20190726_byc_analysis/traces/20190726_byc_pJC010_young_old_decay_cell02.csv,4 156,C:\Users\John Cooper\Projects\byc\data\20190726_byc/pJC010_pTDH3_TcAptx3_DsRed_UbL_YFP_NS_250uM_tet/20190726_byc_xy03_cell2_div_rois.zip,20190726_byc\20190726_byc_analysis\traces\20190726_byc_pJC010_young_old_decay_cell02.csv,20190726
20190726_byc_pJC010_UBL-YFP-NS_pdr5d_young_old_decay,C:\Users\John Cooper\Projects\byc\data\20190726_byc/20190726_byc_analysis/traces/20190726_byc_pJC010_young_old_decay_cell03.csv,4 156,C:\Users\John Cooper\Projects\byc\data\20190726_byc/pJC010_pTDH3_TcAptx3_DsRed_UbL_YFP_NS_250uM_tet/20190726_byc_xy03_cell3_div_rois.zip,20190726_byc\20190726_byc_analysis\traces\20190726_byc_pJC010_young_old_decay_cell03.csv,20190726
20190726_byc_pJC010_UBL-YFP-NS_pdr5d_young_old_decay,C:\Users\John Cooper\Projects\byc\data\20190726_byc/20190726_byc_analysis/traces/20190726_byc_pJC010_young_old_decay_cell04.csv,4 156,C:\Users\John Cooper\Projects\byc\data\20190726_byc/pJC010_pTDH3_TcAptx3_DsRed_UbL_YFP_NS_250uM_tet/20190726_byc_xy04_cell4_div_rois.zip,20190726_byc\20190726_byc_analysis\traces\20190726_byc_pJC010_young_old_decay_cell04.csv,20190726
20190726_byc_pJC010_UBL-YFP-NS_pdr5d_young_old_decay,C:\Users\John Cooper\Projects\byc\data\20190726_byc/20190726_byc_analysis/traces/20190726_byc_pJC010_young_old_decay_cell05.csv,4 156,C:\Users\John Cooper\Projects\byc\data\20190726_byc/pJC010_pTDH3_TcAptx3_DsRed_UbL_YFP_NS_250uM_tet/20190726_byc_xy04_cell5_div_rois.zip,20190726_byc\20190726_byc_analysis\traces\20190726_byc_pJC010_young_old_decay_cell05.csv,20190726
20190726_byc_pJC010_UBL-YFP-NS_pdr5d_young_old_decay,C:\Users\John Cooper\Projects\byc\data\20190726_byc/20190726_byc_analysis/traces/20190726_byc_pJC010_young_old_decay_cell06.csv,4 156,C:\Users\John Cooper\Projects\byc\data\20190726_byc/pJC010_pTDH3_TcAptx3_DsRed_UbL_YFP_NS_250uM_tet/20190726_byc_xy05_cell6_div_rois.zip,20190726_byc\20190726_byc_analysis\traces\20190726_byc_pJC010_young_old_decay_cell06.csv,20190726
